Vila,Area,Order,Seasonal Order,AIC,BIC,RMSE,SMAPE,Train (bln),Test (bln),Rank_BIC
Ozamiz,Seminyak,"(1, 0, 1)","(1, 1, 2, 6)",141.82,146.45,19.94,22.99,33,3,13
Ozamiz,Seminyak,"(2, 0, 0)","(2, 1, 0, 6)",143.64,147.51,20.88,27.38,33,3,14
Ozamiz,Seminyak,"(2, 0, 1)","(1, 1, 2, 6)",142.99,148.4,20.23,25.3,33,3,15
Ozamiz,Seminyak,"(2, 0, 1)","(0, 1, 2, 6)",144.12,148.76,23.12,35.55,33,3,16
Ozamiz,Seminyak,"(2, 0, 1)","(2, 1, 0, 6)",144.39,149.03,21.15,28.42,33,3,17
Ozamiz,Seminyak,"(1, 0, 1)","(2, 1, 2, 6)",143.81,149.22,19.93,22.99,33,3,18
Ozamiz,Seminyak,"(0, 0, 1)","(2, 1, 2, 6)",144.91,149.55,20.17,25.11,33,3,19
Ozamiz,Seminyak,"(2, 0, 0)","(2, 1, 1, 6)",145.46,150.09,20.96,28.96,33,3,20
Ozamiz,Seminyak,"(2, 0, 2)","(2, 1, 0, 6)",145.14,150.54,17.45,22.55,33,3,21
Ozamiz,Seminyak,"(2, 0, 1)","(2, 1, 1, 6)",145.99,151.4,21.3,30.32,33,3,22
Ozamiz,Seminyak,"(2, 0, 2)","(2, 1, 1, 6)",145.69,151.87,22.57,28.59,33,3,23
Ozamiz,Seminyak,"(2, 0, 0)","(2, 1, 2, 6)",146.92,152.33,20.9,26.17,33,3,24
Ozamiz,Seminyak,"(2, 0, 1)","(2, 1, 2, 6)",147.05,153.23,20.66,27.48,33,3,25
Ozamiz,Seminyak,"(1, 0, 0)","(2, 1, 0, 6)",153.39,156.73,21.04,28.21,33,3,26
Ozamiz,Seminyak,"(0, 0, 0)","(0, 1, 2, 6)",154.99,157.49,21.19,29.22,33,3,27
Ozamiz,Seminyak,"(1, 0, 0)","(0, 1, 2, 6)",154.56,157.9,21.45,28.99,33,3,28
Ozamiz,Seminyak,"(1, 0, 0)","(1, 1, 2, 6)",154.14,158.31,20.56,24.63,33,3,29
Ozamiz,Seminyak,"(0, 0, 0)","(1, 1, 2, 6)",155.63,158.96,21.11,24.27,33,3,30
Ozamiz,Seminyak,"(1, 0, 1)","(2, 1, 0, 6)",154.9,159.06,20.98,28.0,33,3,31
Ozamiz,Seminyak,"(1, 0, 0)","(2, 1, 1, 6)",155.24,159.41,20.63,26.05,33,3,32
Ozamiz,Seminyak,"(1, 0, 2)","(2, 1, 0, 6)",154.56,159.56,21.37,29.71,33,3,33
Ozamiz,Seminyak,"(2, 0, 0)","(0, 1, 2, 6)",156.53,160.69,21.57,28.88,33,3,34
Ozamiz,Seminyak,"(2, 0, 0)","(1, 1, 2, 6)",156.0,161.0,20.87,26.68,33,3,35
Ozamiz,Seminyak,"(1, 0, 0)","(2, 1, 2, 6)",156.13,161.13,20.36,24.17,33,3,36
Ozamiz,Seminyak,"(0, 0, 0)","(2, 1, 2, 6)",157.61,161.77,21.07,24.24,33,3,37
Ozamiz,Seminyak,"(1, 0, 1)","(2, 1, 1, 6)",156.85,161.85,20.65,25.65,33,3,38
Ozamiz,Seminyak,"(1, 0, 2)","(2, 1, 1, 6)",156.43,162.26,21.26,29.01,33,3,39
Ozamiz,Seminyak,"(0, 0, 1)","(2, 1, 0, 6)",161.99,165.55,21.1,25.79,33,3,40
Ozamiz,Seminyak,"(0, 0, 0)","(2, 1, 0, 6)",163.98,166.65,20.81,27.21,33,3,41
Ozamiz,Seminyak,"(0, 0, 1)","(2, 1, 1, 6)",163.79,168.25,20.86,27.18,33,3,42
Ozamiz,Seminyak,"(0, 0, 2)","(2, 1, 0, 6)",163.88,168.34,20.84,25.58,33,3,43
Ozamiz,Seminyak,"(0, 0, 0)","(2, 1, 1, 6)",165.32,168.88,19.91,22.5,33,3,44
Ozamiz,Seminyak,"(0, 0, 2)","(2, 1, 1, 6)",165.62,170.97,20.79,27.65,33,3,45
Ozamiz,Seminyak,"(0, 0, 2)","(0, 1, 1, 6)",189.93,194.1,19.39,22.74,33,3,46
Ozamiz,Seminyak,"(1, 0, 2)","(0, 1, 1, 6)",189.95,195.17,18.83,20.59,33,3,47
Ozamiz,Seminyak,"(0, 0, 2)","(1, 1, 1, 6)",191.5,196.73,20.88,25.77,33,3,48
Ozamiz,Seminyak,"(1, 0, 2)","(1, 1, 1, 6)",191.57,197.84,20.79,28.1,33,3,49
Ozamiz,Seminyak,"(2, 0, 2)","(0, 1, 1, 6)",191.88,198.15,15.31,21.66,33,3,50
Ozamiz,Seminyak,"(2, 0, 2)","(1, 1, 1, 6)",192.39,199.7,20.96,28.17,33,3,51
Ozamiz,Seminyak,"(0, 0, 1)","(0, 1, 1, 6)",197.45,200.72,19.04,24.72,33,3,52
Ozamiz,Seminyak,"(1, 0, 1)","(0, 1, 1, 6)",197.94,202.31,19.35,23.12,33,3,53
Ozamiz,Seminyak,"(0, 0, 1)","(1, 1, 1, 6)",198.61,202.97,20.94,27.51,33,3,54
Ozamiz,Seminyak,"(2, 0, 0)","(1, 1, 0, 6)",198.77,203.14,20.69,25.3,33,3,55
Ozamiz,Seminyak,"(2, 0, 1)","(0, 1, 1, 6)",199.07,204.53,19.32,22.93,33,3,56
Ozamiz,Seminyak,"(2, 0, 1)","(1, 1, 0, 6)",200.34,205.79,20.65,25.23,33,3,57
Ozamiz,Seminyak,"(1, 0, 1)","(1, 1, 1, 6)",200.49,205.94,21.17,29.4,33,3,58
Ozamiz,Seminyak,"(2, 0, 0)","(1, 1, 1, 6)",200.49,205.94,21.39,29.8,33,3,59
Ozamiz,Seminyak,"(0, 0, 0)","(0, 1, 1, 6)",205.48,207.75,18.59,23.0,33,3,60
Ozamiz,Seminyak,"(2, 0, 1)","(1, 1, 1, 6)",201.26,207.81,21.32,29.68,33,3,61
Ozamiz,Seminyak,"(1, 0, 0)","(1, 1, 0, 6)",204.55,207.96,20.74,25.35,33,3,62
Ozamiz,Seminyak,"(2, 0, 2)","(1, 1, 0, 6)",202.49,209.03,19.87,26.85,33,3,63
Ozamiz,Seminyak,"(1, 0, 0)","(0, 1, 1, 6)",205.96,209.37,19.65,24.03,33,3,64
Ozamiz,Seminyak,"(0, 0, 0)","(1, 1, 1, 6)",206.03,209.44,21.03,27.16,33,3,65
Ozamiz,Seminyak,"(1, 0, 0)","(1, 1, 1, 6)",206.28,210.83,20.91,27.8,33,3,66
Ozamiz,Seminyak,"(1, 0, 1)","(1, 1, 0, 6)",206.52,211.06,20.73,25.36,33,3,67
Ozamiz,Seminyak,"(2, 0, 0)","(0, 1, 1, 6)",206.72,211.26,19.41,22.95,33,3,68
Ozamiz,Seminyak,"(1, 0, 2)","(1, 1, 0, 6)",208.51,214.19,20.25,24.46,33,3,69
Ozamiz,Seminyak,"(0, 0, 0)","(1, 1, 0, 6)",212.31,214.67,21.25,25.64,33,3,70
Ozamiz,Seminyak,"(0, 0, 1)","(1, 1, 0, 6)",212.51,216.04,21.03,25.73,33,3,71
Ozamiz,Seminyak,"(0, 0, 2)","(1, 1, 0, 6)",214.47,219.18,20.51,25.03,33,3,72
Ozamiz,Seminyak,"(0, 0, 2)","(0, 1, 0, 6)",251.39,255.27,25.1,28.41,33,3,73
Ozamiz,Seminyak,"(1, 0, 2)","(0, 1, 0, 6)",253.09,258.27,25.14,28.64,33,3,74
Ozamiz,Seminyak,"(2, 0, 2)","(0, 1, 0, 6)",252.82,259.3,20.17,23.12,33,3,75
Ozamiz,Seminyak,"(0, 0, 1)","(0, 1, 0, 6)",260.36,263.02,25.55,27.1,33,3,76
Ozamiz,Seminyak,"(1, 0, 1)","(0, 1, 0, 6)",262.34,266.34,25.66,27.54,33,3,77
Ozamiz,Seminyak,"(2, 0, 0)","(0, 1, 0, 6)",262.34,266.34,25.69,27.54,33,3,78
Ozamiz,Seminyak,"(2, 0, 1)","(0, 1, 0, 6)",261.58,266.91,23.76,25.75,33,3,79
Ozamiz,Seminyak,"(0, 0, 0)","(0, 1, 0, 6)",267.48,268.85,22.14,25.04,33,3,80
Ozamiz,Seminyak,"(1, 0, 0)","(0, 1, 0, 6)",268.57,271.31,25.37,27.36,33,3,81
